song_duration_ms;acousticness;danceability;energy;instrumentalness;key;liveness;loudness;audio_mode;speechiness;tempo;time_signature;audio_valence
0.11306876228777193;0.00971786135764918;0.5390070921985817;0.6753279288126423;0.12437311935807423;0.0;0.06727515126653677;0.7494362253116249;1.0;0.06439957492029756;0.586382357067985;0.8;0.4908536585365854
0.15650746973445545;0.6606422227460513;0.5602836879432623;0.6382511799424809;0.8415245737211635;0.9090909090909092;0.13342221310634805;0.7529799519242684;1.0;0.032943676939426146;0.39655328947911417;0.8;0.4502032520325204
0.16866683898920523;0.08925609542290898;0.3252279635258359;0.6272283627108114;0.00880641925777332;0.7272727272727273;0.060506614706183987;0.7250762025128243;0.0;0.05759829968119023;0.5482671530798372;0.8;0.14329268292682926
0.12235795419577408;0.05592272795299449;0.541033434650456;0.6152034711853537;2.1664994984954863e-06;1.0;0.09055481489078043;0.826629990335291;0.0;0.041339001062699256;0.5856560387589861;0.8;0.40345528455284557
0.08916012904048796;0.00428612888740107;0.6048632218844985;0.8376639644063212;0.0011434302908726178;0.9090909090909092;0.849246231155779;0.799197085718534;1.0;0.39851222104144535;0.5213892488383034;0.8;0.4542682926829269
0.10549720087772597;0.03704720661460918;0.7477203647416414;0.8617137474572365;0.0;1.0;0.08542713567839197;0.8141154313186132;1.0;0.03443145589798088;0.4292995155126734;0.8;0.7682926829268292
0.14444433254669214;0.4447785478655812;0.5491388044579535;0.4849338129928953;0.0007402206619859578;0.0;0.39903599630807096;0.7762743786087776;0.0;0.0383634431455898;0.4639977220016672;0.8;0.35060975609756095
0.06921211673621112;0.9989959829075327;0.4275582573454914;0.29353762287936025;0.7933801404212637;0.0;0.36416777766382935;0.622109880306297;1.0;0.05154091392136026;0.7080819419110425;0.8;0.7083333333333335
0.047009364722890815;0.9016063249382043;0.6595744680851063;0.5089835960438107;0.8816449348044132;0.9090909090909092;0.10470720951697263;0.7164770896835427;1.0;0.1817215727948991;0.6605865020345166;0.8;0.3302845528455285
0.10224880912817104;0.17570196708434377;0.7051671732522796;0.6933652661008287;0.0;0.2727272727272727;0.11393703209927188;0.8457363764775854;1.0;0.04675876726886292;0.5200810505203906;0.8;0.6107723577235773
0.14281845820563002;0.10240871933423064;0.8733535967578521;0.6422594771176335;0.0;0.5454545454545454;0.26776740847092606;0.6224072559660991;0.0;0.10733262486716261;0.40938353733523714;0.8;0.777439024390244
0.12042100410329057;0.6556221372837149;0.8399189463019252;0.22940486807691923;0.18856569709127383;0.18181818181818182;0.2534099066762383;0.5503680023790052;1.0;0.04442082890541977;0.3879777812626383;0.8;0.524390243902439
0.12613841975756232;0.009908624605217969;0.7021276595744681;0.9709398454801439;0.0014343029087261787;0.8181818181818182;0.09240077940724029;0.8684112705375066;1.0;0.05547290116896919;0.4328692049290601;0.8;0.6676829268292683
0.12054577009711606;0.2068264969508302;0.7558257345491388;0.9619211768360506;1.8455366098294884e-06;0.0;0.32622295149215463;0.9051371645230838;1.0;0.13815090329436772;0.742759514357167;0.8;0.9664634146341464
0.1483758600740987;0.13554128338565166;0.4427558257345493;0.7083963805076509;6.589769307923771e-05;0.6363636363636364;0.1447031073736027;0.7964959234753302;0.0;0.10095642933049948;0.5693799057436921;0.8;0.10975609756097562
0.10513129522767277;0.26706752249886845;0.48632218844984804;0.6262262884170232;5.7171514543630893e-05;0.4545454545454546;0.07671008101733155;0.7524099819096474;1.0;0.03124335812964931;0.31211053244084214;0.8;0.5508130081300814
0.07301160491589206;0.11044085607396907;0.8784194528875381;0.7745332838976682;0.0;1.0;0.14983078658599117;0.8172130944415533;0.0;0.3347502656748141;0.536514002261491;0.8;0.5579268292682926
0.14085689060763837;0.5562244451294518;0.7112462006079029;0.6322387341797521;0.0;0.8181818181818182;0.11906471131166034;0.7994448987683691;1.0;0.026248671625929865;0.42260170519730267;0.8;0.46443089430894313
0.062177664537252444;0.7108430773694165;0.6930091185410335;0.4979607788121411;0.0;0.36363636363636365;0.36314224182135163;0.6921914107996927;1.0;0.031880977683315624;0.5441403445059797;0.8;0.9197154471544716
0.12488516493169202;0.05903518093964313;0.728470111448835;0.9679336225987795;0.00024974924774322975;0.0;0.2000820428673982;0.9003791539662479;1.0;0.05866099893730075;0.32810191566453994;0.8;0.9796747967479675
